Record_ID,Month,Shire_Class,Lscape_ID ,ID,Site_id,Tree_id,X_Coord,Y_Coord,Pellets,Genera,Genera2,Preference,DBH,Nitrate,Ammonium,Phosphorous,Lscape_PERC,Elevation
4379,2,1,80,80,80,30,519585,6831490,0,1,1,6,20,0.658,10.129,27.88,61.99,286
4375,2,1,80,80,80,26,519585,6831490,0,2,2,5,18,0.658,10.129,27.88,61.99,286
4356,2,1,80,80,80,7,519585,6831490,0,5,5,3,50,0.658,10.129,27.88,61.99,286
4357,2,1,80,80,80,8,519585,6831490,0,5,5,3,28,0.658,10.129,27.88,61.99,286
4368,2,1,80,80,80,19,519585,6831490,0,5,5,3,30,0.658,10.129,27.88,61.99,286
4369,2,1,80,80,80,20,519585,6831490,0,5,5,3,23,0.658,10.129,27.88,61.99,286
4372,2,1,80,80,80,23,519585,6831490,0,5,5,3,31,0.658,10.129,27.88,61.99,286
4351,2,1,80,80,80,2,519585,6831490,0,6,5,2,48,0.658,10.129,27.88,61.99,286
4352,2,1,80,80,80,3,519585,6831490,0,6,5,2,30,0.658,10.129,27.88,61.99,286
4355,2,1,80,80,80,6,519585,6831490,0,6,5,2,45,0.658,10.129,27.88,61.99,286
4360,2,1,80,80,80,11,519585,6831490,0,6,5,2,75,0.658,10.129,27.88,61.99,286
4361,2,1,80,80,80,12,519585,6831490,0,6,5,2,62,0.658,10.129,27.88,61.99,286
4362,2,1,80,80,80,13,519585,6831490,0,6,5,2,35,0.658,10.129,27.88,61.99,286
4367,2,1,80,80,80,18,519585,6831490,0,6,5,2,59,0.658,10.129,27.88,61.99,286
4370,2,1,80,80,80,21,519585,6831490,0,6,5,2,55,0.658,10.129,27.88,61.99,286
4376,2,1,80,80,80,27,519585,6831490,0,6,5,2,50,0.658,10.129,27.88,61.99,286
4350,2,1,80,80,80,1,519585,6831490,0,7,6,1,55,0.658,10.129,27.88,61.99,286
4353,2,1,80,80,80,4,519585,6831490,0,7,6,1,62,0.658,10.129,27.88,61.99,286
4354,2,1,80,80,80,5,519585,6831490,0,7,6,1,31,0.658,10.129,27.88,61.99,286
4359,2,1,80,80,80,10,519585,6831490,0,7,6,1,49,0.658,10.129,27.88,61.99,286
4363,2,1,80,80,80,14,519585,6831490,0,7,6,1,68,0.658,10.129,27.88,61.99,286
4364,2,1,80,80,80,15,519585,6831490,0,7,6,1,57,0.658,10.129,27.88,61.99,286
4365,2,1,80,80,80,16,519585,6831490,0,7,6,1,50,0.658,10.129,27.88,61.99,286
4371,2,1,80,80,80,22,519585,6831490,0,7,6,1,17,0.658,10.129,27.88,61.99,286
4374,2,1,80,80,80,25,519585,6831490,0,7,6,1,145,0.658,10.129,27.88,61.99,286
4377,2,1,80,80,80,28,519585,6831490,0,7,6,1,75,0.658,10.129,27.88,61.99,286
4378,2,1,80,80,80,29,519585,6831490,0,7,6,1,66,0.658,10.129,27.88,61.99,286
4380,2,1,80,81,81,1,519139,6832213,0,4,4,6,57,0.65,17.249,17.056,61.99,323
4381,2,1,80,81,81,2,519139,6832213,0,4,4,6,27,0.65,17.249,17.056,61.99,323
4382,2,1,80,81,81,3,519139,6832213,0,1,1,6,30,0.65,17.249,17.056,61.99,323
4383,2,1,80,81,81,4,519139,6832213,0,1,1,6,35,0.65,17.249,17.056,61.99,323
4386,2,1,80,81,81,7,519139,6832213,0,4,4,6,60,0.65,17.249,17.056,61.99,323
4390,2,1,80,81,81,11,519139,6832213,0,1,1,6,65,0.65,17.249,17.056,61.99,323
4391,2,1,80,81,81,12,519139,6832213,0,1,1,6,11,0.65,17.249,17.056,61.99,323
4392,2,1,80,81,81,13,519139,6832213,0,1,1,6,34,0.65,17.249,17.056,61.99,323
4398,2,1,80,81,81,19,519139,6832213,0,4,4,6,87,0.65,17.249,17.056,61.99,323
4400,2,1,80,81,81,21,519139,6832213,0,4,4,6,70,0.65,17.249,17.056,61.99,323
4404,2,1,80,81,81,25,519139,6832213,0,4,4,6,45,0.65,17.249,17.056,61.99,323
4385,2,1,80,81,81,6,519139,6832213,0,2,2,5,21,0.65,17.249,17.056,61.99,323
4397,2,1,80,81,81,18,519139,6832213,0,1,1,5,11,0.65,17.249,17.056,61.99,323
4399,2,1,80,81,81,20,519139,6832213,0,2,2,5,21,0.65,17.249,17.056,61.99,323
4401,2,1,80,81,81,22,519139,6832213,0,2,2,5,15,0.65,17.249,17.056,61.99,323
4406,2,1,80,81,81,27,519139,6832213,0,1,1,5,11,0.65,17.249,17.056,61.99,323
4407,2,1,80,81,81,28,519139,6832213,0,2,2,5,28,0.65,17.249,17.056,61.99,323
4409,2,1,80,81,81,30,519139,6832213,0,4,4,5,30,0.65,17.249,17.056,61.99,323
4402,2,1,80,81,81,23,519139,6832213,0,5,5,3,44,0.65,17.249,17.056,61.99,323
4403,2,1,80,81,81,24,519139,6832213,0,5,5,3,75,0.65,17.249,17.056,61.99,323
4405,2,1,80,81,81,26,519139,6832213,0,5,5,3,70,0.65,17.249,17.056,61.99,323
4408,2,1,80,81,81,29,519139,6832213,0,5,5,3,40,0.65,17.249,17.056,61.99,323
4384,2,1,80,81,81,5,519139,6832213,0,6,5,2,125,0.65,17.249,17.056,61.99,323
4387,2,1,80,81,81,8,519139,6832213,0,6,5,2,57,0.65,17.249,17.056,61.99,323
4388,2,1,80,81,81,9,519139,6832213,0,6,5,2,33,0.65,17.249,17.056,61.99,323
4389,2,1,80,81,81,10,519139,6832213,0,6,5,2,55,0.65,17.249,17.056,61.99,323
4393,2,1,80,81,81,14,519139,6832213,0,7,6,1,21,0.65,17.249,17.056,61.99,323
4394,2,1,80,81,81,15,519139,6832213,0,7,6,1,30,0.65,17.249,17.056,61.99,323
4395,2,1,80,81,81,16,519139,6832213,0,7,6,1,52,0.65,17.249,17.056,61.99,323
4396,2,1,80,81,81,17,519139,6832213,0,7,6,1,53,0.65,17.249,17.056,61.99,323
2813,2,1,68,83,83,21,516779,6826327,0,1,1,6,114,0.467,8.129,21.648,37.55,53
2819,2,1,68,83,83,27,516779,6826327,0,4,4,6,27,0.467,8.129,21.648,37.55,53
2821,2,1,68,83,83,29,516779,6826327,0,1,1,6,14,0.467,8.129,21.648,37.55,53
2822,2,1,68,83,83,30,516779,6826327,0,1,1,6,49,0.467,8.129,21.648,37.55,53
2793,2,1,68,83,83,1,516779,6826327,0,4,4,5,29,0.467,8.129,21.648,37.55,53
2794,2,1,68,83,83,2,516779,6826327,0,4,4,5,132,0.467,8.129,21.648,37.55,53
2796,2,1,68,83,83,4,516779,6826327,0,4,4,5,86,0.467,8.129,21.648,37.55,53
2797,2,1,68,83,83,5,516779,6826327,0,4,4,5,52,0.467,8.129,21.648,37.55,53
2798,2,1,68,83,83,6,516779,6826327,0,1,1,5,35,0.467,8.129,21.648,37.55,53
2806,2,1,68,83,83,14,516779,6826327,0,1,1,5,27,0.467,8.129,21.648,37.55,53
2808,2,1,68,83,83,16,516779,6826327,0,1,1,5,47,0.467,8.129,21.648,37.55,53
2815,2,1,68,83,83,23,516779,6826327,0,2,2,5,119,0.467,8.129,21.648,37.55,53
2817,2,1,68,83,83,25,516779,6826327,0,4,4,5,76,0.467,8.129,21.648,37.55,53
2814,2,1,68,83,83,22,516779,6826327,0,4,4,4,95,0.467,8.129,21.648,37.55,53
2816,2,1,68,83,83,24,516779,6826327,0,6,5,3,52,0.467,8.129,21.648,37.55,53
2795,2,1,68,83,83,3,516779,6826327,0,6,5,1,38,0.467,8.129,21.648,37.55,53
2799,2,1,68,83,83,7,516779,6826327,0,6,5,1,53,0.467,8.129,21.648,37.55,53
2800,2,1,68,83,83,8,516779,6826327,0,6,5,1,35,0.467,8.129,21.648,37.55,53
2801,2,1,68,83,83,9,516779,6826327,0,6,5,1,21,0.467,8.129,21.648,37.55,53
2802,2,1,68,83,83,10,516779,6826327,0,6,5,1,40,0.467,8.129,21.648,37.55,53
2803,2,1,68,83,83,11,516779,6826327,0,6,5,1,38,0.467,8.129,21.648,37.55,53
2804,2,1,68,83,83,12,516779,6826327,0,6,5,1,22,0.467,8.129,21.648,37.55,53
2805,2,1,68,83,83,13,516779,6826327,0,6,5,1,19,0.467,8.129,21.648,37.55,53
2807,2,1,68,83,83,15,516779,6826327,0,6,5,1,22,0.467,8.129,21.648,37.55,53
2809,2,1,68,83,83,17,516779,6826327,0,6,5,1,31,0.467,8.129,21.648,37.55,53
2810,2,1,68,83,83,18,516779,6826327,0,6,5,1,37,0.467,8.129,21.648,37.55,53
2811,2,1,68,83,83,19,516779,6826327,0,6,5,1,32,0.467,8.129,21.648,37.55,53
2812,2,1,68,83,83,20,516779,6826327,0,6,5,1,72,0.467,8.129,21.648,37.55,53
2818,2,1,68,83,83,26,516779,6826327,0,6,5,1,26,0.467,8.129,21.648,37.55,53
2820,2,1,68,83,83,28,516779,6826327,0,6,5,1,13,0.467,8.129,21.648,37.55,53
2827,2,1,68,84,84,5,516454,6827687,0,4,4,6,13,1.099,15.949,538.248,37.55,189
2848,2,1,68,84,84,26,516454,6827687,0,4,4,6,55,1.099,15.949,538.248,37.55,189
2828,2,1,68,84,84,6,516454,6827687,0,2,2,5,20,1.099,15.949,538.248,37.55,189
2829,2,1,68,84,84,7,516454,6827687,0,4,4,5,16,1.099,15.949,538.248,37.55,189
2835,2,1,68,84,84,13,516454,6827687,0,2,2,5,70,1.099,15.949,538.248,37.55,189
2836,2,1,68,84,84,14,516454,6827687,0,2,2,5,50,1.099,15.949,538.248,37.55,189
2841,2,1,68,84,84,19,516454,6827687,0,2,2,5,40,1.099,15.949,538.248,37.55,189
2843,2,1,68,84,84,21,516454,6827687,0,2,2,5,33,1.099,15.949,538.248,37.55,189
2845,2,1,68,84,84,23,516454,6827687,0,1,1,5,11,1.099,15.949,538.248,37.55,189
2846,2,1,68,84,84,24,516454,6827687,0,1,1,5,11,1.099,15.949,538.248,37.55,189
2847,2,1,68,84,84,25,516454,6827687,0,2,2,5,15,1.099,15.949,538.248,37.55,189
2849,2,1,68,84,84,27,516454,6827687,0,2,2,5,40,1.099,15.949,538.248,37.55,189
2850,2,1,68,84,84,28,516454,6827687,0,2,2,5,25,1.099,15.949,538.248,37.55,189
2851,2,1,68,84,84,29,516454,6827687,0,2,2,5,33,1.099,15.949,538.248,37.55,189
2852,2,1,68,84,84,30,516454,6827687,0,2,2,5,32,1.099,15.949,538.248,37.55,189
2823,2,1,68,84,84,1,516454,6827687,0,6,5,3,33,1.099,15.949,538.248,37.55,189
2824,2,1,68,84,84,2,516454,6827687,0,6,5,3,62,1.099,15.949,538.248,37.55,189
2826,2,1,68,84,84,4,516454,6827687,0,6,5,3,18,1.099,15.949,538.248,37.55,189
2830,2,1,68,84,84,8,516454,6827687,0,6,5,3,57,1.099,15.949,538.248,37.55,189
2831,2,1,68,84,84,9,516454,6827687,0,5,5,3,20,1.099,15.949,538.248,37.55,189
2833,2,1,68,84,84,11,516454,6827687,0,5,5,3,11,1.099,15.949,538.248,37.55,189
2834,2,1,68,84,84,12,516454,6827687,0,5,5,3,11,1.099,15.949,538.248,37.55,189
2840,2,1,68,84,84,18,516454,6827687,0,6,5,3,11,1.099,15.949,538.248,37.55,189
2825,2,1,68,84,84,3,516454,6827687,0,6,5,1,50,1.099,15.949,538.248,37.55,189
2832,2,1,68,84,84,10,516454,6827687,0,7,6,1,71,1.099,15.949,538.248,37.55,189
2837,2,1,68,84,84,15,516454,6827687,0,7,6,1,10,1.099,15.949,538.248,37.55,189
2838,2,1,68,84,84,16,516454,6827687,0,7,6,1,15,1.099,15.949,538.248,37.55,189
2839,2,1,68,84,84,17,516454,6827687,0,6,5,1,12,1.099,15.949,538.248,37.55,189
2842,2,1,68,84,84,20,516454,6827687,0,7,6,1,24,1.099,15.949,538.248,37.55,189
2844,2,1,68,84,84,22,516454,6827687,0,6,5,1,57,1.099,15.949,538.248,37.55,189
2859,2,1,68,85,85,7,514551,6827891,0,4,4,6,65,0.513,10.749,146.944,37.55,202
2868,2,1,68,85,85,16,514551,6827891,0,1,1,6,17,0.513,10.749,146.944,37.55,202
2871,2,1,68,85,85,19,514551,6827891,0,1,1,6,15,0.513,10.749,146.944,37.55,202
2853,2,1,68,85,85,1,514551,6827891,0,4,4,5,51,0.513,10.749,146.944,37.55,202
2854,2,1,68,85,85,2,514551,6827891,0,4,4,5,33,0.513,10.749,146.944,37.55,202
2857,2,1,68,85,85,5,514551,6827891,0,4,4,5,39,0.513,10.749,146.944,37.55,202
2861,2,1,68,85,85,9,514551,6827891,0,4,4,5,24,0.513,10.749,146.944,37.55,202
2862,2,1,68,85,85,10,514551,6827891,0,4,4,5,50,0.513,10.749,146.944,37.55,202
2864,2,1,68,85,85,12,514551,6827891,0,4,4,5,43,0.513,10.749,146.944,37.55,202
2865,2,1,68,85,85,13,514551,6827891,0,2,2,5,75,0.513,10.749,146.944,37.55,202
2866,2,1,68,85,85,14,514551,6827891,0,2,2,5,87,0.513,10.749,146.944,37.55,202
2867,2,1,68,85,85,15,514551,6827891,0,4,4,5,42,0.513,10.749,146.944,37.55,202
2870,2,1,68,85,85,18,514551,6827891,0,2,2,5,108,0.513,10.749,146.944,37.55,202
2872,2,1,68,85,85,20,514551,6827891,0,2,2,5,98,0.513,10.749,146.944,37.55,202
2873,2,1,68,85,85,21,514551,6827891,0,4,4,5,40,0.513,10.749,146.944,37.55,202
2874,2,1,68,85,85,22,514551,6827891,0,2,2,5,17,0.513,10.749,146.944,37.55,202
2875,2,1,68,85,85,23,514551,6827891,0,2,2,5,12,0.513,10.749,146.944,37.55,202
2876,2,1,68,85,85,24,514551,6827891,0,2,2,5,24,0.513,10.749,146.944,37.55,202
2877,2,1,68,85,85,25,514551,6827891,0,2,2,5,20,0.513,10.749,146.944,37.55,202
2878,2,1,68,85,85,26,514551,6827891,0,2,2,5,24,0.513,10.749,146.944,37.55,202
2879,2,1,68,85,85,27,514551,6827891,0,2,2,5,35,0.513,10.749,146.944,37.55,202
2880,2,1,68,85,85,28,514551,6827891,0,2,2,5,14,0.513,10.749,146.944,37.55,202
2881,2,1,68,85,85,29,514551,6827891,0,2,2,5,19,0.513,10.749,146.944,37.55,202
2882,2,1,68,85,85,30,514551,6827891,0,2,2,5,23,0.513,10.749,146.944,37.55,202
2855,2,1,68,85,85,3,514551,6827891,0,6,5,1,62,0.513,10.749,146.944,37.55,202
2856,2,1,68,85,85,4,514551,6827891,0,6,5,1,110,0.513,10.749,146.944,37.55,202
2858,2,1,68,85,85,6,514551,6827891,0,6,5,1,40,0.513,10.749,146.944,37.55,202
2860,2,1,68,85,85,8,514551,6827891,0,6,5,1,12,0.513,10.749,146.944,37.55,202
2863,2,1,68,85,85,11,514551,6827891,0,6,5,1,73,0.513,10.749,146.944,37.55,202
2869,2,1,68,85,85,17,514551,6827891,0,6,5,1,51,0.513,10.749,146.944,37.55,202
2895,2,1,68,87,87,13,515461,6827638,0,1,1,6,36,0.513,12.249,181.712,37.55,189
2896,2,1,68,87,87,14,515461,6827638,0,1,1,6,10,0.513,12.249,181.712,37.55,189
2897,2,1,68,87,87,15,515461,6827638,0,1,1,6,26,0.513,12.249,181.712,37.55,189
2899,2,1,68,87,87,17,515461,6827638,0,1,1,6,11,0.513,12.249,181.712,37.55,189
2905,2,1,68,87,87,23,515461,6827638,0,1,1,6,18,0.513,12.249,181.712,37.55,189
2908,2,1,68,87,87,26,515461,6827638,0,1,1,6,16,0.513,12.249,181.712,37.55,189
2909,2,1,68,87,87,27,515461,6827638,0,1,1,6,16,0.513,12.249,181.712,37.55,189
2889,2,1,68,87,87,7,515461,6827638,0,4,4,5,60,0.513,12.249,181.712,37.55,189
2890,2,1,68,87,87,8,515461,6827638,0,4,4,5,15,0.513,12.249,181.712,37.55,189
2891,2,1,68,87,87,9,515461,6827638,0,4,4,5,28,0.513,12.249,181.712,37.55,189
2901,2,1,68,87,87,19,515461,6827638,0,4,4,5,32,0.513,12.249,181.712,37.55,189
2906,2,1,68,87,87,24,515461,6827638,0,4,4,5,65,0.513,12.249,181.712,37.55,189
2907,2,1,68,87,87,25,515461,6827638,0,4,4,5,29,0.513,12.249,181.712,37.55,189
2910,2,1,68,87,87,28,515461,6827638,0,4,4,5,81,0.513,12.249,181.712,37.55,189
2911,2,1,68,87,87,29,515461,6827638,0,4,4,5,28,0.513,12.249,181.712,37.55,189
2884,2,1,68,87,87,2,515461,6827638,0,6,5,2,64,0.513,12.249,181.712,37.55,189
2893,2,1,68,87,87,11,515461,6827638,0,6,5,2,40,0.513,12.249,181.712,37.55,189
2898,2,1,68,87,87,16,515461,6827638,0,6,5,2,80,0.513,12.249,181.712,37.55,189
2904,2,1,68,87,87,22,515461,6827638,0,6,5,2,54,0.513,12.249,181.712,37.55,189
2883,2,1,68,87,87,1,515461,6827638,0,7,6,1,35,0.513,12.249,181.712,37.55,189
2885,2,1,68,87,87,3,515461,6827638,0,7,6,1,61,0.513,12.249,181.712,37.55,189
2886,2,1,68,87,87,4,515461,6827638,0,7,6,1,62,0.513,12.249,181.712,37.55,189
2887,2,1,68,87,87,5,515461,6827638,0,7,6,1,57,0.513,12.249,181.712,37.55,189
2888,2,1,68,87,87,6,515461,6827638,0,7,6,1,64,0.513,12.249,181.712,37.55,189
2892,2,1,68,87,87,10,515461,6827638,0,7,6,1,26,0.513,12.249,181.712,37.55,189
2894,2,1,68,87,87,12,515461,6827638,0,7,6,1,53,0.513,12.249,181.712,37.55,189
2900,2,1,68,87,87,18,515461,6827638,0,7,6,1,30,0.513,12.249,181.712,37.55,189
2902,2,1,68,87,87,20,515461,6827638,0,7,6,1,85,0.513,12.249,181.712,37.55,189
2903,2,1,68,87,87,21,515461,6827638,0,7,6,1,11,0.513,12.249,181.712,37.55,189
2912,2,1,68,87,87,30,515461,6827638,0,7,6,1,108,0.513,12.249,181.712,37.55,189
2915,2,1,68,96,96,3,515287,6826086,0,4,4,6,30,0.487,6.539,49.528,37.55,205
2924,2,1,68,96,96,12,515287,6826086,0,4,4,6,34,0.487,6.539,49.528,37.55,205
2928,2,1,68,96,96,16,515287,6826086,0,4,4,6,35,0.487,6.539,49.528,37.55,205
2930,2,1,68,96,96,18,515287,6826086,0,4,4,6,62,0.487,6.539,49.528,37.55,205
2913,2,1,68,96,96,1,515287,6826086,0,2,2,5,33,0.487,6.539,49.528,37.55,205
2914,2,1,68,96,96,2,515287,6826086,0,2,2,5,21,0.487,6.539,49.528,37.55,205
2917,2,1,68,96,96,5,515287,6826086,0,2,2,5,13,0.487,6.539,49.528,37.55,205
2918,2,1,68,96,96,6,515287,6826086,0,4,4,5,15,0.487,6.539,49.528,37.55,205
2919,2,1,68,96,96,7,515287,6826086,0,2,2,5,16,0.487,6.539,49.528,37.55,205
2921,2,1,68,96,96,9,515287,6826086,0,2,2,5,13,0.487,6.539,49.528,37.55,205
2922,2,1,68,96,96,10,515287,6826086,0,2,2,5,13,0.487,6.539,49.528,37.55,205
2925,2,1,68,96,96,13,515287,6826086,0,2,2,5,16,0.487,6.539,49.528,37.55,205
2926,2,1,68,96,96,14,515287,6826086,0,4,4,5,13,0.487,6.539,49.528,37.55,205
2933,2,1,68,96,96,21,515287,6826086,0,2,2,5,30,0.487,6.539,49.528,37.55,205
2934,2,1,68,96,96,22,515287,6826086,0,4,4,5,18,0.487,6.539,49.528,37.55,205
2936,2,1,68,96,96,24,515287,6826086,0,2,2,5,41,0.487,6.539,49.528,37.55,205
2939,2,1,68,96,96,27,515287,6826086,0,2,2,5,25,0.487,6.539,49.528,37.55,205
2941,2,1,68,96,96,29,515287,6826086,0,2,2,5,21,0.487,6.539,49.528,37.55,205
2931,2,1,68,96,96,19,515287,6826086,0,6,5,3,50,0.487,6.539,49.528,37.55,205
2935,2,1,68,96,96,23,515287,6826086,0,6,5,3,13,0.487,6.539,49.528,37.55,205
2937,2,1,68,96,96,25,515287,6826086,0,6,5,3,12,0.487,6.539,49.528,37.55,205
2942,2,1,68,96,96,30,515287,6826086,1,5,5,3,22,0.487,6.539,49.528,37.55,205
2916,2,1,68,96,96,4,515287,6826086,0,7,6,1,105,0.487,6.539,49.528,37.55,205
2920,2,1,68,96,96,8,515287,6826086,0,7,6,1,88,0.487,6.539,49.528,37.55,205
2923,2,1,68,96,96,11,515287,6826086,0,6,5,1,45,0.487,6.539,49.528,37.55,205
2927,2,1,68,96,96,15,515287,6826086,0,6,5,1,25,0.487,6.539,49.528,37.55,205
2929,2,1,68,96,96,17,515287,6826086,0,6,5,1,28,0.487,6.539,49.528,37.55,205
2932,2,1,68,96,96,20,515287,6826086,0,6,5,1,18,0.487,6.539,49.528,37.55,205
2938,2,1,68,96,96,26,515287,6826086,0,7,6,1,80,0.487,6.539,49.528,37.55,205
2940,2,1,68,96,96,28,515287,6826086,0,6,5,1,72,0.487,6.539,49.528,37.55,205
2955,2,1,68,97,97,13,515765,6825400,0,4,4,6,60,0.493,7.049,35.752,37.55,198
2957,2,1,68,97,97,15,515765,6825400,0,4,4,6,17,0.493,7.049,35.752,37.55,198
2960,2,1,68,97,97,18,515765,6825400,0,4,4,6,48,0.493,7.049,35.752,37.55,198
2961,2,1,68,97,97,19,515765,6825400,0,4,4,6,14,0.493,7.049,35.752,37.55,198
2963,2,1,68,97,97,21,515765,6825400,0,4,4,6,30,0.493,7.049,35.752,37.55,198
2971,2,1,68,97,97,29,515765,6825400,0,4,4,6,43,0.493,7.049,35.752,37.55,198
2943,2,1,68,97,97,1,515765,6825400,0,1,1,5,13,0.493,7.049,35.752,37.55,198
2946,2,1,68,97,97,4,515765,6825400,0,4,4,5,36,0.493,7.049,35.752,37.55,198
2954,2,1,68,97,97,12,515765,6825400,0,4,4,5,33,0.493,7.049,35.752,37.55,198
2944,2,1,68,97,97,2,515765,6825400,0,6,5,3,29,0.493,7.049,35.752,37.55,198
2948,2,1,68,97,97,6,515765,6825400,0,5,5,3,13,0.493,7.049,35.752,37.55,198
2950,2,1,68,97,97,8,515765,6825400,0,5,5,3,12,0.493,7.049,35.752,37.55,198
2951,2,1,68,97,97,9,515765,6825400,0,5,5,3,14,0.493,7.049,35.752,37.55,198
2959,2,1,68,97,97,17,515765,6825400,0,6,5,3,39,0.493,7.049,35.752,37.55,198
2962,2,1,68,97,97,20,515765,6825400,0,5,5,3,13,0.493,7.049,35.752,37.55,198
2967,2,1,68,97,97,25,515765,6825400,0,6,5,3,13,0.493,7.049,35.752,37.55,198
2969,2,1,68,97,97,27,515765,6825400,0,5,5,3,20,0.493,7.049,35.752,37.55,198
2972,2,1,68,97,97,30,515765,6825400,0,6,5,3,18,0.493,7.049,35.752,37.55,198
2945,2,1,68,97,97,3,515765,6825400,0,7,6,1,64,0.493,7.049,35.752,37.55,198
2947,2,1,68,97,97,5,515765,6825400,0,7,6,1,51,0.493,7.049,35.752,37.55,198
2949,2,1,68,97,97,7,515765,6825400,0,7,6,1,48,0.493,7.049,35.752,37.55,198
2952,2,1,68,97,97,10,515765,6825400,0,7,6,1,13,0.493,7.049,35.752,37.55,198
2953,2,1,68,97,97,11,515765,6825400,0,7,6,1,55,0.493,7.049,35.752,37.55,198
2956,2,1,68,97,97,14,515765,6825400,0,7,6,1,78,0.493,7.049,35.752,37.55,198
2958,2,1,68,97,97,16,515765,6825400,0,6,5,1,22,0.493,7.049,35.752,37.55,198
2964,2,1,68,97,97,22,515765,6825400,0,7,6,1,23,0.493,7.049,35.752,37.55,198
2965,2,1,68,97,97,23,515765,6825400,0,7,6,1,28,0.493,7.049,35.752,37.55,198
2966,2,1,68,97,97,24,515765,6825400,0,7,6,1,15,0.493,7.049,35.752,37.55,198
2968,2,1,68,97,97,26,515765,6825400,0,7,6,1,28,0.493,7.049,35.752,37.55,198
2970,2,1,68,97,97,28,515765,6825400,0,7,6,1,13,0.493,7.049,35.752,37.55,198
4417,2,1,80,98,98,8,517834,6832124,0,4,4,6,41,0.676,11.549,27.88,61.99,259
4418,2,1,80,98,98,9,517834,6832124,0,4,4,6,39,0.676,11.549,27.88,61.99,259
4428,2,1,80,98,98,19,517834,6832124,0,1,1,6,61,0.676,11.549,27.88,61.99,259
4436,2,1,80,98,98,27,517834,6832124,0,1,1,6,16,0.676,11.549,27.88,61.99,259
4437,2,1,80,98,98,28,517834,6832124,0,1,1,6,23,0.676,11.549,27.88,61.99,259
4438,2,1,80,98,98,29,517834,6832124,0,1,1,6,28,0.676,11.549,27.88,61.99,259
4419,2,1,80,98,98,10,517834,6832124,0,1,1,5,15,0.676,11.549,27.88,61.99,259
4430,2,1,80,98,98,21,517834,6832124,0,1,1,5,17,0.676,11.549,27.88,61.99,259
4410,2,1,80,98,98,1,517834,6832124,0,5,5,3,76,0.676,11.549,27.88,61.99,259
4412,2,1,80,98,98,3,517834,6832124,0,5,5,3,129,0.676,11.549,27.88,61.99,259
4414,2,1,80,98,98,5,517834,6832124,0,5,5,3,45,0.676,11.549,27.88,61.99,259
4415,2,1,80,98,98,6,517834,6832124,0,5,5,3,12,0.676,11.549,27.88,61.99,259
4416,2,1,80,98,98,7,517834,6832124,0,6,5,3,58,0.676,11.549,27.88,61.99,259
4422,2,1,80,98,98,13,517834,6832124,0,5,5,3,20,0.676,11.549,27.88,61.99,259
4423,2,1,80,98,98,14,517834,6832124,0,5,5,3,59,0.676,11.549,27.88,61.99,259
4427,2,1,80,98,98,18,517834,6832124,0,6,5,3,45,0.676,11.549,27.88,61.99,259
4432,2,1,80,98,98,23,517834,6832124,0,6,5,3,33,0.676,11.549,27.88,61.99,259
4429,2,1,80,98,98,20,517834,6832124,0,6,5,2,62,0.676,11.549,27.88,61.99,259
4431,2,1,80,98,98,22,517834,6832124,0,6,5,2,48,0.676,11.549,27.88,61.99,259
4434,2,1,80,98,98,25,517834,6832124,0,6,5,2,33,0.676,11.549,27.88,61.99,259
4439,2,1,80,98,98,30,517834,6832124,0,6,5,2,45,0.676,11.549,27.88,61.99,259
4411,2,1,80,98,98,2,517834,6832124,0,7,6,1,14,0.676,11.549,27.88,61.99,259
4413,2,1,80,98,98,4,517834,6832124,0,7,6,1,19,0.676,11.549,27.88,61.99,259
4420,2,1,80,98,98,11,517834,6832124,0,7,6,1,17,0.676,11.549,27.88,61.99,259
4421,2,1,80,98,98,12,517834,6832124,0,7,6,1,16,0.676,11.549,27.88,61.99,259
4424,2,1,80,98,98,15,517834,6832124,0,7,6,1,45,0.676,11.549,27.88,61.99,259
4425,2,1,80,98,98,16,517834,6832124,0,7,6,1,20,0.676,11.549,27.88,61.99,259
4426,2,1,80,98,98,17,517834,6832124,0,7,6,1,62,0.676,11.549,27.88,61.99,259
4433,2,1,80,98,98,24,517834,6832124,0,7,6,1,12,0.676,11.549,27.88,61.99,259
4435,2,1,80,98,98,26,517834,6832124,0,7,6,1,20,0.676,11.549,27.88,61.99,259
4117,2,1,79,99,99,7,514653,6832633,0,1,1,6,25,0.524,14.849,45.92,50.9,267
4122,2,1,79,99,99,12,514653,6832633,0,3,3,6,14,0.524,14.849,45.92,50.9,267
4126,2,1,79,99,99,16,514653,6832633,0,1,1,6,21,0.524,14.849,45.92,50.9,267
4128,2,1,79,99,99,18,514653,6832633,0,4,4,6,11,0.524,14.849,45.92,50.9,267
4129,2,1,79,99,99,19,514653,6832633,0,4,4,6,27,0.524,14.849,45.92,50.9,267
4131,2,1,79,99,99,21,514653,6832633,0,4,4,6,15,0.524,14.849,45.92,50.9,267
4137,2,1,79,99,99,27,514653,6832633,0,3,3,6,68,0.524,14.849,45.92,50.9,267
4138,2,1,79,99,99,28,514653,6832633,0,1,1,6,27,0.524,14.849,45.92,50.9,267
4114,2,1,79,99,99,4,514653,6832633,0,2,2,5,20,0.524,14.849,45.92,50.9,267
4118,2,1,79,99,99,8,514653,6832633,0,2,2,5,54,0.524,14.849,45.92,50.9,267
